geneSymbol	geneLength
AC008728.1	691
AC008731.1	579
AC008734.1	537
AC008734.2	477
AC008735.1	802
AC008735.2	561
AC008735.3	500
AC008735.4	608
AC008736.1	568
AC008736.2	516
AC008737.1	371
AC008737.3	221
AC008738.1	375
AC008738.2	404
AC008738.3	659
AC008738.4	2627
AC008738.5	482
AC008738.6	569
AC008738.7	511
AC008739.1	575
AC008741.1	510
AC008742.1	1167
AC008743.1	813
AC008747.1	442
AC008750.1	492
AC008750.2	1005
AC008750.3	438
AC008750.4	219
AC008750.5	473
AC008750.7	559
AC008751.3	1154
AC008752.1	408
AC008752.2	750
AC008753.2	387
AC008753.3	446
AC008758.2	695
AC008759.2	600
AC008759.3	508
AC008760.1	686
AC008760.2	1357
AC008761.1	217
AC008761.2	419
AC008763.1	843
AC008764.2	376
AC008764.3	432
AC008764.5	190
AC008764.6	2069
AC008764.7	1081
AC008764.8	2717
AC008766.1	2056
AC008770.3	468
AC008771.1	8625
AC008780.1	4719
AC008780.2	1308
AC008781.1	621
AC008781.2	2480
AC008781.3	335
AC008786.1	789
AC008794.1	293
AC008798.2	2349
AC008798.3	2366
AC008799.2	647
AC008805.2	435
AC008808.1	432
AC008808.2	569
AC008825.1	2576
AC008840.1	2195
AC008852.1	451
AC008869.1	442
AC008870.1	3315
AC008870.2	1024
AC008870.3	641
AC008870.4	627
AC008871.1	398
AC008875.1	811
AC008875.2	1386
AC008875.3	4465
AC008877.1	909
AC008878.4	293
AC008883.1	193
AC008883.2	414
AC008883.3	2402
AC008885.2	930
AC008892.1	1169
AC008894.1	367
AC008894.2	3927
AC008897.2	527
AC008897.3	483
AC008906.1	1001
AC008906.2	1354
AC008914.1	797
AC008915.1	837
AC008915.2	1007
AC008937.1	914
AC008937.2	619
AC008937.3	1700
AC008938.1	6510
AC008940.1	785
AC008945.1	604
AC008945.2	2612
AC008946.1	421
AC008948.1	690
AC008957.1	3898
AC008957.2	396
AC008964.1	1353
AC008966.1	8072
AC008966.2	453
AC008966.3	1942
AC008969.1	9172
AC008969.2	1119
AC008972.1	640
AC008972.2	494
AC008982.2	493
AC008991.1	487
AC008992.1	446
AC008993.3	631
AC009005.1	865
AC009019.1	1411
AC009019.2	1423
AC009021.1	375
AC009021.2	1666
AC009032.1	431
AC009034.1	714
AC009035.1	717
AC009039.1	471
AC009041.1	1383
AC009041.2	3905
AC009041.3	879
AC009041.4	638
AC009053.2	2365
AC009053.3	3244
AC009054.1	427
AC009054.2	374
AC009055.1	781
AC009055.2	1464
AC009060.1	3427
AC009061.1	475
AC009061.2	4828
AC009063.1	702
AC009063.2	5978
AC009063.3	4266
AC009065.1	1225
AC009065.2	691
AC009065.3	627
AC009065.4	980
AC009065.5	596
AC009065.6	456
AC009065.7	580
AC009065.8	788
AC009075.1	391
AC009081.1	565
AC009081.2	2505
AC009087.1	369
AC009088.1	833
AC009088.2	463
AC009088.3	357
AC009090.1	358
AC009090.2	472
AC009090.3	565
AC009090.6	3524
AC009093.1	4772
AC009093.2	2488
AC009093.4	561
AC009093.5	359
AC009093.6	553
AC009095.1	1326
AC009097.1	406
AC009097.2	465
AC009097.3	1018
AC009097.4	777
AC009102.1	1777
AC009102.2	1639
AC009102.4	1075
AC009107.1	330
AC009107.2	4793
AC009108.2	269
AC009108.3	3515
AC009110.1	558
AC009113.1	2443
AC009113.2	403
AC009117.2	2126
AC009118.1	374
AC009118.2	655
AC009118.3	873
AC009119.1	5033
AC009119.2	563
AC009120.2	4384
AC009120.3	513
AC009120.4	475
AC009120.5	1460
AC009121.2	1095
AC009121.3	1134
AC009121.4	491
AC009123.1	2870
AC009126.1	4193
AC009127.1	426
AC009133.1	4039
AC009133.2	547
AC009133.3	1656
AC009133.4	561
AC009134.1	443
AC009135.1	776
AC009137.1	260
AC009137.2	641
AC009139.1	1713
AC009139.2	566
AC009141.1	969
AC009142.1	719
AC009145.1	433
AC009145.2	377
AC009145.3	476
AC009148.1	2693
AC009152.1	556
AC009152.3	1185
AC009152.6	1607
AC009154.1	508
AC009154.2	724
AC009158.1	2152
AC009159.1	642
AC009159.2	606
AC009159.3	804
AC009163.1	573
AC009163.4	852
AC009163.6	342
AC009163.7	2557
AC009166.1	487
AC009166.3	1217
AC009167.1	579
AC009171.2	318
AC009185.1	911
AC009226.1	1284
AC009227.1	2362
AC009227.2	511
AC009228.1	5043
AC009229.1	622
AC009229.2	351
AC009229.3	282
AC009230.1	797
AC009234.1	895
AC009236.1	1268
AC009236.2	2647
AC009237.14	1594
AC009237.15	501
AC009242.1	2814
AC009244.2	2423
AC009248.2	254
AC009248.3	512
AC009262.1	2104
AC009264.1	6913
AC009268.2	457
AC009268.3	845
AC009269.2	472
AC009269.3	440
AC009269.4	755
AC009269.5	588
AC009271.1	3518
AC009271.2	2198
AC009275.1	5197
AC009276.1	253
AC009283.1	645
AC009292.1	1986
AC009292.2	401
AC009299.3	3538
AC009301.1	805
AC009303.2	4282
AC009303.3	736
AC009305.1	368
AC009309.1	460
AC009312.1	4182
AC009313.1	503
AC009315.1	3544
AC009318.1	6167
AC009318.2	651
AC009318.3	503
AC009318.4	486
AC009320.1	349
AC009336.1	1553
AC009365.1	2442
AC009365.3	751
AC009365.4	799
AC009387.1	441
AC009396.1	1079
AC009396.2	700
AC009396.3	354
AC009403.1	2031
AC009403.2	9504
AC009403.3	1292
AC009404.1	5287
AC009407.1	598
AC009410.1	681
AC009411.1	1540
AC009411.2	1873
AC009412.1	2211
AC009413.2	2260
AC009432.1	648
AC009432.2	2486
AC009434.1	2201
AC009435.1	574
AC009446.1	901
AC009464.1	469
AC009468.1	965
AC009468.2	366
AC009478.1	562
AC009480.1	412
AC009486.1	813
AC009486.2	1796
AC009487.1	619
AC009487.3	560
AC009494.2	825
AC009495.1	372
AC009495.2	506
AC009495.3	779
AC009498.1	1069
AC009501.3	1171
AC009505.1	1273
AC009506.1	1494
AC009509.1	1555
AC009509.2	429
AC009509.4	509
AC009511.1	191
AC009511.2	679
AC009518.1	2076
AC009522.1	2134
AC009531.1	580
AC009533.3	1097
AC009533.4	1159
AC009542.1	2503
AC009549.1	1686
AC009554.1	1121
AC009554.2	589
AC009558.1	581
AC009558.2	396
AC009560.1	434
AC009560.3	1997
AC009560.4	1050
AC009562.1	2134
AC009563.1	758
AC009567.1	525
AC009570.1	745
AC009570.2	814
AC009597.1	2969
AC009623.1	3876
AC009623.2	465
AC009623.3	1382
AC009630.1	4033
AC009630.2	1189
AC009630.3	729
AC009630.4	1595
AC009646.2	842
AC009652.1	648
AC009654.1	757
AC009656.1	478
AC009682.1	1532
AC009686.1	364
AC009686.2	577
AC009690.2	3148
AC009704.1	331
AC009704.2	483
AC009704.3	2934
AC009716.1	398
AC009720.1	586
AC009731.1	2201
AC009743.1	610
AC009754.1	540
AC009754.2	1048
AC009779.2	1443
AC009779.5	488
AC009802.1	1609
AC009803.1	785
AC009803.2	1673
AC009804.2	3032
AC009806.1	519
AC009812.1	1672
AC009812.3	3766
AC009812.4	1805
AC009831.1	1582
AC009831.3	325
AC009835.1	468
AC009852.1	465
AC009869.1	2891
AC009878.1	340
AC009878.2	1406
AC009879.4	988
AC009884.1	545
AC009899.1	6903
AC009902.2	701
AC009902.3	2172
AC009908.1	412
AC009930.1	191
AC009948.2	1798
AC009948.3	675
AC009950.1	5416
AC009951.5	644
AC009951.6	542
AC009955.1	271
AC009955.2	542
AC009955.3	448
AC009955.4	544
AC009961.1	2724
AC009961.4	756
AC009962.1	3813
AC009965.1	570
AC009970.1	432
AC009971.1	687
AC009974.1	455
AC009974.2	916
AC009975.1	2698
AC009975.2	2096
AC009987.1	806
AC009988.1	310
AC009996.1	653
AC010082.1	546
AC010086.3	2858
AC010092.1	1066
AC010096.1	1709
AC010105.1	1337
AC010132.1	561
AC010132.4	1368
AC010136.1	2060
AC010139.1	758
AC010145.1	516
AC010148.1	4292
AC010149.1	692
AC010157.1	527
AC010157.2	1510
AC010163.1	520
AC010163.2	381
AC010163.3	1961
AC010168.1	657
AC010168.2	5428
AC010173.1	1453
AC010175.1	1283
AC010177.1	366
AC010181.1	1059
AC010181.2	482
AC010183.1	559
AC010183.2	390
AC010185.1	456
AC010186.1	716
AC010186.3	2508
AC010196.1	450
AC010197.1	578
AC010198.1	1552
AC010198.2	18914
AC010201.1	540
AC010201.2	1495
AC010201.3	1168
AC010203.2	418
AC010205.1	449
AC010207.1	1946
AC010210.1	8656
AC010223.1	279
AC010226.1	4456
AC010230.1	1112
AC010240.3	395
AC010245.1	754
AC010245.2	1167
AC010247.1	897
AC010247.2	1955
AC010251.1	2387
AC010255.1	1197
AC010255.2	428
AC010255.3	3209
AC010260.1	664
AC010261.1	457
AC010261.2	1167
AC010266.1	442
AC010266.2	3255
AC010267.1	2509
AC010271.1	558
AC010271.2	588
AC010273.2	946
AC010273.3	438
AC010275.1	565
AC010280.1	787
AC010280.2	410
AC010280.3	587
AC010285.1	569
AC010285.3	2015
AC010291.1	545
AC010300.1	5134
AC010307.2	816
AC010307.3	3279
AC010307.4	416
AC010319.3	470
AC010319.4	691
AC010319.5	759
AC010320.1	578
AC010320.2	1121
AC010320.3	447
AC010320.4	1905
AC010325.1	832
AC010325.2	260
AC010326.3	679
AC010327.4	1643
AC010327.5	1577
AC010327.7	2002
AC010327.8	3304
AC010328.1	4060
AC010329.1	8328
AC010331.1	582
AC010332.3	5257
AC010333.1	563
AC010333.2	698
AC010333.3	402
AC010335.1	599
AC010336.1	4739
AC010336.2	506
AC010336.3	667
AC010336.4	438
AC010336.5	714
AC010336.6	528
AC010336.8	1073
AC010343.3	3249
AC010359.2	507
AC010359.3	3033
AC010378.2	2087
AC010387.1	487
AC010387.2	478
AC010395.1	697
AC010401.1	4959
AC010401.2	582
AC010406.1	555
AC010420.1	509
AC010422.1	543
AC010422.2	635
AC010422.4	533
AC010422.7	567
AC010424.2	443
AC010424.3	1745
AC010425.1	554
AC010442.1	2766
AC010445.1	440
AC010451.1	786
AC010451.2	642
AC010451.3	444
AC010457.1	726
AC010463.2	661
AC010463.3	500
AC010468.2	438
AC010476.2	6654
AC010478.1	7152
AC010485.1	1389
AC010486.1	424
AC010486.2	483
AC010486.3	785
AC010487.2	486
AC010491.1	2797
AC010491.2	4709
AC010494.1	1297
AC010501.2	1962
AC010503.1	520
AC010503.2	296
AC010503.4	688
AC010504.1	585
AC010511.1	576
AC010519.1	344
AC010524.1	494
AC010525.1	441
AC010528.1	745
AC010528.2	909
AC010530.1	569
AC010531.3	513
AC010531.4	2424
AC010531.5	450
AC010531.6	401
AC010531.7	465
AC010536.1	2611
AC010536.2	338
AC010536.3	533
AC010538.1	3077
AC010542.1	555
AC010542.2	511
AC010542.4	1910
AC010542.5	382
AC010547.1	2793
AC010547.2	409
AC010547.3	440
AC010551.1	469
AC010551.2	416
AC010551.3	463
AC010595.1	1453
AC010601.1	740
AC010605.1	797
AC010608.1	275
AC010609.1	569
AC010615.2	6224
AC010618.2	460
AC010618.3	3039
AC010623.1	2231
AC010624.1	1525
AC010624.2	575
AC010624.3	1869
AC010624.5	917
AC010632.1	572
AC010632.2	1224
AC010634.1	540
AC010636.1	628
AC010638.1	1262
AC010641.1	529
AC010641.2	2226
AC010642.2	4467
AC010643.1	3835
AC010649.1	531
AC010654.1	808
AC010677.2	697
AC010680.1	3590
AC010680.2	2117
AC010680.3	520
AC010680.4	543
AC010680.5	463
AC010719.1	747
AC010722.1	844
AC010723.1	540
AC010727.1	1886
AC010729.1	2021
AC010729.2	2481
AC010731.2	440
AC010731.3	566
AC010733.2	5702
AC010735.1	1026
AC010735.2	3342
AC010737.1	559
AC010745.1	637
AC010745.2	5374
AC010745.3	415
AC010745.4	740
AC010745.5	720
AC010746.2	452
AC010754.1	2343
AC010760.1	545
AC010761.1	899
AC010761.2	754
AC010761.3	499
AC010761.4	521
AC010761.5	287
AC010761.6	197
AC010768.1	543
AC010768.2	567
AC010768.4	520
AC010776.1	542
AC010776.2	1081
AC010776.3	424
AC010789.1	914
AC010789.2	903
AC010809.1	562
AC010809.2	964
AC010809.3	641
AC010834.1	696
AC010834.2	530
AC010834.3	939
AC010857.1	594
AC010864.1	1511
AC010872.2	901
AC010880.1	477
AC010883.1	398
AC010883.2	2460
AC010883.3	2633
AC010884.1	642
AC010884.2	3083
AC010889.1	2666
AC010889.2	5922
AC010891.1	448
AC010894.2	800
AC010894.3	6037
AC010894.4	457
AC010896.1	2782
AC010904.2	634
AC010907.1	807
AC010907.2	693
AC010913.1	2890
AC010931.2	3301
AC010931.3	554
AC010941.1	2417
AC010967.1	839
AC010967.2	333
AC010969.1	2794
AC010969.2	3231
AC010969.3	975
AC010973.1	511
AC010973.2	1230
AC010974.1	374
AC010974.2	1240
AC010975.1	2068
AC010976.1	5510
AC010976.2	852
AC010978.1	2166
AC010980.1	1412
AC010982.1	465
AC010982.2	985
AC010983.1	1028
AC010987.1	1379
AC010991.1	1556
AC010996.1	1068
AC010997.2	260
AC010997.3	564
AC010997.4	1905
AC010997.5	354
AC010998.1	943
AC010998.2	625
AC010998.3	631
AC010999.1	324
AC010999.2	596
AC011005.1	1263
AC011005.4	535
AC011008.1	1595
AC011029.1	1177
AC011043.1	2195
AC011043.2	1468
AC011092.2	586
AC011092.3	1856
AC011095.1	4114
AC011120.1	624
AC011124.1	3210
AC011124.2	5546
AC011131.1	252
AC011139.1	609
AC011193.1	1770
AC011195.2	1486
AC011196.1	595
AC011228.1	757
AC011228.2	1437
AC011233.2	1509
AC011239.1	584
AC011243.1	415
AC011246.1	5057
AC011247.1	233
AC011257.1	281
AC011284.1	856
AC011287.1	13329
AC011287.2	842
AC011290.1	414
AC011294.1	2791
AC011297.1	2110
AC011298.1	3398
AC011303.1	1227
AC011306.1	1275
AC011313.1	549
AC011317.1	1467
AC011322.1	1042
AC011330.2	635
AC011333.1	436
AC011337.1	3317
AC011346.1	14999
AC011351.1	940
AC011352.1	793
AC011352.3	593
AC011362.1	485
AC011363.1	458
AC011365.1	5280
AC011365.2	810
AC011369.1	2181
AC011370.1	2375
AC011373.1	237
AC011374.1	1567
AC011374.2	526
AC011374.3	518
AC011377.1	275
AC011379.1	3025
AC011379.2	6140
AC011383.1	617
AC011388.1	504
AC011389.1	3124
AC011389.2	365
AC011396.1	312
AC011396.2	874
AC011396.3	512
AC011405.1	2380
AC011407.1	1297
AC011410.1	705
AC011416.3	2340
AC011416.4	7220
AC011442.1	366
AC011443.1	365
AC011444.1	639
AC011444.2	567
AC011444.3	325
AC011445.1	877
AC011445.2	173
AC011446.1	458
AC011446.2	946
AC011446.3	662
AC011447.3	7757
AC011450.1	707
AC011451.1	405
AC011451.3	935
AC011451.4	2584
AC011453.1	2239
AC011455.1	504
AC011455.6	1919
AC011461.1	357
AC011462.2	344
AC011462.3	540
AC011462.4	449
AC011462.5	2904
AC011465.1	328
AC011466.1	2175
AC011466.2	359
AC011466.3	1009
AC011467.1	3355
AC011467.7	1406
AC011468.1	675
AC011468.3	332
AC011468.5	748
AC011471.2	523
AC011472.1	569
AC011472.2	685
AC011472.3	906
AC011472.4	491
AC011473.1	443
AC011473.2	240
AC011473.3	485
AC011474.1	3747
AC011474.2	543
AC011474.3	250
AC011476.3	1374
AC011477.2	921
AC011477.3	403
AC011477.8	2267
AC011477.9	1092
AC011478.1	554
AC011479.2	432
AC011479.3	1890
AC011479.4	622
AC011481.1	361
AC011481.2	426
AC011483.1	3266
AC011483.2	959
AC011484.1	1995
AC011491.2	447
AC011491.3	559
AC011495.2	360
AC011495.3	427
AC011497.1	561
AC011498.1	837
AC011498.2	540
AC011498.3	569
AC011498.6	510
AC011500.3	647
AC011503.1	2342
AC011503.2	1500
AC011503.4	2075
AC011505.1	1611
AC011507.1	567
AC011509.1	164
AC011509.2	627
AC011509.3	1056
AC011510.1	286
AC011511.2	918
AC011511.3	355
AC011511.5	3219
AC011516.1	180
AC011518.1	3140
AC011523.1	392
AC011524.1	240
AC011524.2	399
AC011525.1	5676
AC011525.2	3363
AC011586.1	458
AC011586.2	1892
AC011591.1	518
AC011593.1	1322
AC011595.1	753
AC011595.2	632
AC011601.1	577
AC011603.1	839
AC011603.2	4590
AC011603.3	279
AC011611.2	358
AC011611.3	569
AC011611.4	779
AC011625.1	526
AC011632.1	3611
AC011632.2	738
AC011676.1	397
AC011676.2	584
AC011676.3	294
AC011676.4	413
AC011700.1	2627
AC011718.1	375
AC011726.2	508
AC011726.3	568
AC011731.1	389
AC011747.1	565
AC011751.1	6653
AC011752.1	3326
AC011753.2	610
AC011754.1	491
AC011754.2	1302
AC011773.1	468
AC011773.2	285
AC011773.3	1256
AC011773.4	1540
AC011815.1	4382
AC011815.2	2021
AC011816.2	556
AC011824.1	561
AC011824.2	1324
AC011824.3	632
AC011824.4	563
AC011825.2	553
AC011825.4	473
AC011840.1	1787
AC011840.2	1520
AC011840.3	280
AC011840.4	771
AC011841.1	1468
AC011853.2	774
AC011891.2	432
AC011893.1	1862
AC011897.1	346
AC011899.1	3600
AC011899.2	1581
AC011899.3	617
AC011899.4	1462
AC011900.1	2999
AC011901.1	1026
AC011912.1	5362
AC011921.1	1381
AC011933.2	2790
AC011933.3	372
AC011933.4	403
AC011939.2	428
AC011939.3	466
AC011944.1	1900
AC011978.2	2054
AC011990.1	734
AC011995.1	578
AC011995.2	8783
AC011997.1	1032
AC011997.2	631
AC011998.3	254
AC012020.1	7461
AC012038.1	552
AC012038.2	256
AC012050.1	472
AC012055.1	1144
AC012055.2	335
AC012060.1	1462
AC012063.1	13096
AC012065.1	686
AC012065.3	439
AC012065.4	679
AC012066.2	1843
AC012070.1	427
AC012073.1	1108
AC012074.1	1809
AC012076.1	1671
AC012078.2	1057
AC012081.1	477
AC012081.2	1608
AC012085.2	1949
AC012087.2	809
AC012100.2	304
AC012101.1	1022
AC012101.2	5372
AC012103.1	1691
AC012123.1	1661
AC012146.1	2006
AC012146.3	490
AC012150.1	1073
AC012150.2	544
AC012157.2	501
AC012157.3	1464
AC012170.2	667
AC012170.3	297
AC012173.1	430
AC012174.1	714
AC012178.1	6826
AC012181.1	699
AC012181.2	601
AC012184.1	590
AC012184.3	1765
AC012184.4	1193
AC012186.2	321
AC012213.1	999
AC012213.2	4597
AC012213.3	777
AC012213.4	354
AC012229.1	499
AC012236.1	1563
AC012254.1	200
AC012254.3	2117
AC012291.2	429
AC012291.3	1711
AC012301.1	581
AC012301.2	785
AC012306.2	630
AC012306.3	1057
AC012307.1	197
AC012309.2	319
AC012313.1	3417
AC012313.2	1154
AC012313.5	2517
AC012313.6	1794
AC012313.7	409
AC012313.8	5402
AC012313.9	633
AC012317.1	534
AC012321.1	1588
AC012322.1	861
AC012325.1	2048
AC012339.1	941
AC012349.1	7727
AC012354.1	2685
AC012355.1	769
AC012358.1	916
AC012358.3	5246
AC012360.1	674
AC012360.2	391
AC012360.3	3449
AC012363.1	575
AC012363.2	555
AC012366.1	473
AC012368.1	6776
AC012368.2	560
AC012370.1	530
AC012370.2	2736
AC012378.1	364
AC012378.2	663
AC012379.1	406
AC012379.2	1209
AC012404.1	476
AC012404.2	481
AC012405.1	934
AC012409.1	757
AC012409.2	1097
AC012409.3	981
AC012409.4	249
AC012413.1	519
AC012414.3	748
AC012414.4	1074
AC012414.5	1602
AC012417.1	1039
AC012433.2	1778
AC012435.3	361
AC012442.1	529
AC012442.2	425
AC012443.2	4629
AC012445.1	607
AC012447.1	682
AC012451.1	357
AC012456.1	1605
AC012456.2	561
AC012459.1	8982
AC012462.1	1641
AC012462.2	391
AC012462.3	131
AC012464.1	540
AC012464.2	779
AC012464.3	2773
AC012467.1	256
AC012467.2	2583
AC012470.1	2848
AC012485.1	3890
AC012485.2	982
AC012485.3	2424
AC012494.1	1246
AC012494.2	1393
AC012499.1	1842
AC012500.1	3327
AC012501.2	984
AC012506.1	525
AC012506.2	533
AC012506.3	892
AC012506.4	751
AC012507.1	600
AC012507.3	504
AC012508.1	4476
AC012508.2	1472
AC012508.3	1266
AC012510.1	759
AC012511.1	449
AC012511.2	361
AC012513.1	784
AC012531.1	2680
AC012533.1	2732
AC012535.1	802
AC012555.1	674
AC012555.2	413
AC012557.1	611
AC012557.2	418
AC012558.1	622
AC012560.1	1370
AC012564.1	557
AC012568.1	472
AC012572.1	397
AC012574.1	252
AC012574.2	1783
AC012588.1	2694
AC012593.1	1197
AC012603.1	528
AC012613.1	738
AC012613.2	4533
AC012615.1	1299
AC012615.2	447
AC012615.3	500
AC012615.4	607
AC012615.5	581
AC012615.6	2454
AC012625.1	625
AC012629.1	342
AC012629.2	377
AC012636.1	5342
AC012640.1	688
AC012640.2	901
AC012640.3	430
AC012640.4	2550
AC012645.1	1650
AC012645.2	553
AC012645.3	811
AC012645.4	1061
AC012653.2	420
AC012668.1	228
AC012668.2	503
AC012668.3	3139
AC012673.1	2293
AC012676.1	1949
AC012676.3	479
AC012676.4	582
AC013248.1	232
AC013264.1	455
AC013265.1	968
AC013267.2	1808
AC013269.1	727
AC013269.2	444
AC013270.1	440
AC013275.1	3159
AC013286.1	381
AC013287.1	2942
AC013356.2	729
AC013356.3	584
AC013356.4	482
AC013391.1	459
AC013391.2	501
AC013391.3	1456
AC013400.1	545
AC013401.1	626
AC013402.1	1648
AC013402.2	437
AC013402.3	1924
AC013403.2	480
AC013436.1	422
AC013437.1	414
AC013439.2	1671
AC013448.1	808
AC013448.2	787
AC013451.1	518
AC013451.2	717
AC013452.2	743
AC013457.1	1011
AC013460.1	9787
AC013468.1	598
AC013470.2	3737
AC013472.1	2563
AC013472.2	306
AC013472.3	659
AC013476.1	537
AC013480.1	346
AC013486.1	2802
AC013509.1	339
AC013549.1	566
AC013549.3	489
AC013549.4	419
AC013553.3	615
AC013553.4	622
AC013562.1	1722
AC013564.1	707
AC013565.1	1938
AC013565.3	756
AC013640.1	565
AC013643.2	3133
AC013644.1	861
AC013652.1	6996
AC013652.2	1112
AC013701.2	2085
AC013714.1	747
AC013716.1	659
AC013724.1	1712
AC013726.1	2285
AC013727.1	2126
AC013727.2	1125
AC013731.1	883
AC013733.1	985
AC013733.2	635
AC013762.1	467
AC013799.1	348
AC015468.1	1050
AC015468.2	550
AC015468.3	568
AC015522.1	3102
AC015540.1	501
AC015563.1	468
AC015563.2	772
AC015574.1	8239
AC015631.1	8651
AC015660.1	11392
AC015660.2	198
AC015660.3	621
AC015660.5	1601
AC015674.1	267
AC015688.6	656
AC015712.1	1479
AC015712.2	7699
AC015712.4	1183
AC015712.7	635
AC015722.1	385
AC015722.2	551
AC015726.1	698
AC015726.2	122
AC015727.1	512
AC015795.1	575
AC015802.1	1449
AC015802.3	570
AC015802.4	1494
AC015802.5	399
AC015802.6	5654
AC015802.7	516
AC015813.1	5812
AC015813.3	6113
AC015813.4	179
AC015813.8	3048
AC015818.2	840
AC015818.4	353
AC015818.7	1519
AC015818.8	4582
AC015819.1	663
AC015819.2	555
AC015819.5	779
AC015845.1	459
AC015845.2	612
AC015849.1	755
AC015849.2	409
AC015849.3	488
AC015849.4	421
AC015853.1	592
AC015853.2	493
AC015853.3	478
AC015871.1	1614
AC015871.4	2261
AC015871.7	2194
AC015878.1	679
AC015878.2	361
AC015908.2	1219
AC015908.3	1024
AC015908.4	575
AC015909.1	2604
AC015909.2	547
AC015909.3	1794
AC015909.4	578
AC015911.2	396
AC015911.3	849
AC015911.5	451
AC015911.6	457
AC015911.9	185
AC015912.1	538
AC015912.3	348
AC015914.1	1072
AC015917.2	493
AC015921.1	2546
AC015922.2	347
AC015922.3	690
AC015923.1	656
AC015936.1	1028
AC015936.2	259
AC015943.1	771
AC015961.1	2124
AC015961.2	701
AC015967.1	476
AC015969.1	1416
AC015971.1	2860
AC015977.2	567
AC015982.2	465
AC015983.2	1888
AC015987.1	1668
AC016026.2	991
AC016027.1	2235
AC016027.2	2493
AC016027.3	361
AC016042.1	6449
AC016044.1	3179
AC016065.1	2934
AC016074.1	636
AC016074.2	3809
AC016134.1	1387
AC016152.1	521
AC016168.1	722
AC016168.2	969
AC016168.4	1852
AC016229.1	487
AC016229.2	417
AC016240.1	2026
AC016245.1	3204
AC016245.2	2402
AC016252.1	474
AC016266.1	729
AC016292.1	235
AC016355.1	1533
AC016382.1	387
AC016383.1	714
AC016383.2	2178
AC016383.3	498
AC016394.1	940
AC016394.2	960
AC016396.1	328
AC016396.2	1417
AC016405.1	1018
AC016405.2	312
AC016405.3	860
AC016493.1	688
AC016526.1	520
AC016526.2	520
AC016526.4	517
AC016542.1	493
AC016549.1	1753
AC016550.1	785
AC016550.2	581
AC016550.3	767
AC016553.1	1342
AC016556.1	935
AC016571.1	1992
AC016573.1	1699
AC016575.1	382
AC016575.2	545
AC016576.1	3912
AC016583.2	4924
AC016586.1	684
AC016587.1	1805
AC016588.1	542
AC016588.2	3021
AC016590.1	3466
AC016590.2	375
AC016590.3	753
AC016590.4	4086
AC016595.1	383
AC016596.1	2289
AC016597.1	5314
AC016597.2	341
AC016598.1	560
AC016598.2	2618
AC016629.2	1882
AC016642.1	697
AC016644.1	434
AC016650.1	708
AC016682.1	2385
AC016683.1	1074
AC016687.2	7115
AC016687.3	3618
AC016700.3	448
AC016705.1	2205
AC016705.2	8069
AC016705.3	2261
AC016710.1	466
AC016716.2	486
AC016717.2	5141
AC016721.1	768
AC016722.1	652
AC016722.2	1835
AC016723.1	1360
AC016727.1	2409
AC016727.3	1266
AC016730.1	832
AC016735.1	237
AC016737.1	1068
AC016737.2	358
AC016738.1	3485
AC016738.2	2110
AC016743.1	1199
AC016745.1	1013
AC016745.2	3443
AC016746.1	831
AC016747.1	3109
AC016747.2	884
AC016747.3	791
AC016751.1	306
AC016751.2	280
AC016766.1	1118
AC016769.5	1285
AC016769.6	1024
AC016773.1	1408
AC016813.1	2367
AC016816.1	836
AC016820.1	579
AC016821.1	2923
AC016822.1	439
AC016825.1	883
AC016831.1	6619
AC016831.5	1998
AC016831.6	1517
AC016831.7	13221
AC016866.1	659
AC016866.2	502
AC016868.1	523
AC016876.1	1380
AC016876.3	426
AC016877.1	464
AC016877.3	504
AC016885.1	532
AC016885.2	1202
AC016888.1	565
AC016902.1	945
AC016903.1	588
AC016903.2	897
AC016907.2	4826
AC016910.1	1046
AC016924.1	5994
AC016925.3	3691
AC016931.1	1505
AC016933.1	539
AC016949.1	1413
AC016957.2	848
AC016968.1	697
AC016987.1	499
AC016987.2	351
AC016993.1	1258
AC016994.1	552
AC016995.1	1188
AC016999.1	452
AC017000.1	578
AC017002.1	881
AC017002.2	792
AC017002.3	889
AC017002.5	871
AC017002.6	1304
AC017006.1	364
AC017006.2	464
AC017007.5	874
AC017015.2	376
AC017028.1	2514
AC017028.2	3352
AC017033.1	708
AC017037.5	714
AC017048.1	495
AC017048.2	822
AC017048.3	813
AC017050.1	2407
AC017053.1	2550
AC017067.1	447
AC017071.1	2204
AC017074.1	561
AC017074.2	607
AC017076.1	578
AC017083.1	979
AC017083.2	700
AC017091.1	2929
AC017099.2	1476
AC017100.1	1169
AC017101.1	571
AC017104.1	1597
AC017104.3	568
AC017104.6	2015
AC017116.1	708
AC018358.1	1402
AC018359.1	574
AC018362.1	3399
AC018362.2	710
AC018371.1	1474
AC018398.1	3275
AC018410.1	536
AC018410.2	610
AC018413.1	1574
AC018437.2	389
AC018437.3	775
AC018442.2	648
